date,open,high,low,close,volume,hold,settle,symbol
2024-04-03,73500.0,74050.0,73230.0,73980.0,85725,175202,73620.0,CU2405
2024-04-08,75210.0,76170.0,74370.0,75540.0,102129,173534,75300.0,CU2405
2024-04-09,76100.0,76700.0,75700.0,75960.0,96360,162167,76130.0,CU2405
2024-04-10,76650.0,76860.0,75910.0,76620.0,70467,159420,76360.0,CU2405
2024-04-11,76520.0,76520.0,75550.0,76120.0,66899,157340,76070.0,CU2405
2024-04-12,76190.0,76750.0,75670.0,76740.0,50488,152117,76170.0,CU2405
2024-04-15,77170.0,77760.0,76050.0,76800.0,63667,147385,76810.0,CU2405
2024-04-16,77100.0,77340.0,76350.0,76530.0,56088,135347,76920.0,CU2405
2024-04-17,76220.0,76800.0,76110.0,76730.0,41553,127396,76450.0,CU2405
2024-04-18,77130.0,78680.0,76660.0,78570.0,42907,121619,77440.0,CU2405
2024-04-19,78570.0,79590.0,78000.0,79150.0,48403,110510,78880.0,CU2405
2024-04-22,79560.0,80790.0,79230.0,79400.0,45275,101132,79940.0,CU2405
2024-04-23,79440.0,79500.0,77650.0,77810.0,46139,90906,78520.0,CU2405
2024-04-24,77690.0,79250.0,77450.0,79120.0,35457,86859,78520.0,CU2405
2024-04-25,79120.0,79950.0,78600.0,79950.0,30813,80333,78990.0,CU2405
2024-04-26,80290.0,80930.0,79580.0,80830.0,32284,71766,80210.0,CU2405
2024-04-29,80700.0,80820.0,79840.0,80680.0,32406,60454,80560.0,CU2405
2024-04-30,80800.0,82340.0,80800.0,82340.0,26573,50476,81650.0,CU2405
2024-05-06,80650.0,81090.0,79980.0,81040.0,18366,47005,80820.0,CU2405
2024-05-07,81130.0,81400.0,80280.0,80280.0,19735,40885,80700.0,CU2405
2024-05-08,80200.0,80640.0,79240.0,79300.0,21080,34900,79820.0,CU2405
2024-05-09,79260.0,79770.0,79220.0,79440.0,14965,30300,79600.0,CU2405
2024-05-10,79500.0,80730.0,79400.0,80680.0,16210,26240,80110.0,CU2405
2024-05-13,80400.0,81000.0,79940.0,80800.0,14140,19610,80480.0,CU2405
2024-05-14,81200.0,82070.0,81040.0,81920.0,8265,15090,81590.0,CU2405
2024-05-15,81680.0,81850.0,80700.0,81620.0,5015,13315,81230.0,CU2405
